BHK,Size,Bathroom,Area Type_Built Area,Area Type_Carpet Area,Area Type_Super Area,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Furnished,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Agent,Point of Contact_Contact Builder,Point of Contact_Contact Owner
2,1200,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,720,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2,600,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,500,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,200,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,200,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1,500,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1270,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2,725,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,800,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,450,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,600,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,30,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,886,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
3,2290,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,780,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2,800,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,450,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
3,2500,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,1250,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,1175,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,850,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4,1500,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4,800,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,1450,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,600,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1800,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2,1300,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,100,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,225,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3,1159,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,850,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1088,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,1250,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,400,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,700,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3,1800,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,500,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,480,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2,1000,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2,550,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
3,800,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4,1750,4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2,925,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1,650,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2,480,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3,1950,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2,750,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2,1000,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3,1798,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2,750,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,400,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,550,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2,1000,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2,1150,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3,2000,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1,600,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2,850,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1020,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1100,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
5,3400,5,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,800,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,1200,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,650,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2,586,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,400,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1,430,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3,1450,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,900,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4,1600,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1,506,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,550,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,900,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,475,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
3,1200,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,1700,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
3,3000,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,1100,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,720,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,275,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2,750,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
5,3500,6,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1000,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
4,2500,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
1,390,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,600,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,950,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,500,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,460,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2,1300,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,850,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,550,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1,400,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,400,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1305,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1514,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,200,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,400,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,805,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,1100,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,960,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3,1450,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1000,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,1100,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,110,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,200,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3,1200,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,455,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,450,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,1000,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,850,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,450,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1000,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3,1076,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,2200,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2,110,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,800,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1872,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2,1450,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1700,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,1500,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2,1200,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,550,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2,900,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,2000,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
3,930,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2,1333,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,1200,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,550,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1800,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
3,1435,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,850,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1100,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,1000,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1800,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2,980,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,800,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1210,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,1050,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,700,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1400,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
3,1350,4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2,1000,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,610,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2,800,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1800,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,950,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,1150,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,976,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1400,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,250,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,950,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,620,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
1,550,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2,1400,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,330,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,600,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,450,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2,850,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2,720,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,900,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,600,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,320,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,2000,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1040,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3,1064,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3,1700,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1,300,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,600,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,670,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2,615,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,600,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2,800,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,700,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1780,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,700,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,400,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,850,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,600,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,600,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,700,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,850,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,350,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,2200,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
4,2500,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,1000,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,905,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2,650,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
4,3150,4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,900,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,600,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
4,4000,5,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,650,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3,325,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2,750,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
4,4500,4,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,1100,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1400,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,690,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
5,2308,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2,800,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1300,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1880,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,1200,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,900,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1000,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,400,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,150,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1000,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1320,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,2424,5,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,650,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3,2000,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5,3900,5,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,1025,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3,1000,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,550,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
4,4761,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
3,800,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1,550,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1100,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2,1080,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,1000,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3,800,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,1090,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,350,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,1000,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,510,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1600,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,700,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,480,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,130,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,550,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,424,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3,1100,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,850,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,1100,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3,1500,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,950,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1600,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3,1560,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,939,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,430,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
4,3700,5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3,1300,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,400,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,560,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,1100,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,175,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1600,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,250,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
3,1771,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,2160,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,1250,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
4,2000,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
2,1000,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,807,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2,850,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,450,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2,1068,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1,322,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,500,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,575,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3,3200,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,720,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3,1400,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,1050,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3,1000,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,84,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,500,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,350,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,2430,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,1200,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1,550,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,1742,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2,1100,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,1000,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2,610,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2,1000,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,550,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,100,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,500,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2,750,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2,1440,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,600,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1550,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4,2000,5,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1,600,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3,1600,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,850,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
3,1460,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,778,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,500,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1,650,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2,471,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3,1200,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,751,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,957,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2,1200,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1600,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,1250,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,900,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,900,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1420,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,700,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3,1200,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,550,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1250,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,760,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,1500,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,710,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,10,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,1100,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,850,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2,1150,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,200,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
