BHK,Size,Bathroom,Area Type_Built Area,Area Type_Carpet Area,Area Type_Super Area,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Furnished,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Agent,Point of Contact_Contact Builder,Point of Contact_Contact Owner
2,780,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,1850,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,700,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,450,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,450,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3,800,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2,770,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,1100,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,640,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2,800,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2,780,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,800,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,1200,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,750,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1062,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1230,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,1100,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,400,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
4,2600,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,850,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2,890,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1,144,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,600,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1500,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,1500,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1190,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,50,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,1000,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3,1300,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2,1000,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,70,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3,2000,5,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1330,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
3,450,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
4,300,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,625,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
4,100,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,170,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
3,1800,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3,1500,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1,700,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,800,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,937,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2,700,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,935,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,65,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,300,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1,500,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,800,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,806,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
4,2600,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2,800,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4,1900,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,120,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,550,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,70,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,450,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1500,4,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,1000,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4,2080,5,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,850,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2,985,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,500,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,1200,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1050,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2,1000,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,400,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1940,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2,1200,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1080,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,750,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,450,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,1100,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,900,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,445,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,300,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,900,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,705,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,2000,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3,2750,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,270,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2,840,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,450,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4,4341,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2,1180,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3,1600,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2,1000,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3,1900,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,500,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,175,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,700,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,750,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
4,1000,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,420,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
3,2500,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3,1200,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,100,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,900,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2,1800,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1080,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3,1000,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3,985,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1,600,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2,1200,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,582,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2,700,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1,600,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3,2080,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,900,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1600,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,500,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,400,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,600,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2,850,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2,1000,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,400,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,1200,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,250,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,1660,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1200,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,640,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2,710,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,1002,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
3,1520,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4,1460,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,640,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,500,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,350,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2,650,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
3,1200,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,650,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2,647,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,900,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3,2600,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2,720,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,700,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1100,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,650,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,777,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,700,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,760,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,478,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,1233,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,750,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,350,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,840,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,2000,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1200,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,380,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,750,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1099,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2,500,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1,400,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,800,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,500,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,1050,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,630,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2,850,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
3,1325,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,450,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2,1387,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,2700,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
5,3250,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2,2000,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,300,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2,785,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2,694,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,1465,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,890,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2,500,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,520,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,450,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1500,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,2400,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
3,1350,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,600,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1100,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2,600,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,450,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
4,3250,5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,850,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,150,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,1000,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,785,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,600,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1150,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,500,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,600,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,300,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,900,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1100,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4,3800,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1,550,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,700,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
5,960,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,600,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,800,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
2,800,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,2200,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,350,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,120,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2,400,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,1650,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,310,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2,700,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,500,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2,751,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
1,850,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,600,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1800,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,700,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,800,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,1100,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1700,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,1200,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1145,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,350,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
3,1000,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1261,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,630,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2,1000,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,2100,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
4,1755,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
3,1450,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2,900,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2,1000,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,100,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,1400,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,1200,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,600,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,800,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,60,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1100,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
5,1880,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,850,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,1200,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,650,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1557,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,75,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,700,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,2200,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,1545,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2,450,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,300,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,350,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
6,4500,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,200,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,500,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,84,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,550,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1350,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,800,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1800,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2,950,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,680,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,700,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2,480,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,160,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,500,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,600,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,500,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,1700,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,500,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,800,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,1050,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,300,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
3,1100,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,800,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1100,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,1360,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,800,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1,300,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,1000,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,1956,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2,530,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1100,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,400,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2,900,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,700,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2,720,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,1200,3,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3,2400,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3,1250,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2,1300,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,420,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2,700,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1,500,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1000,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,650,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
4,2700,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3,1120,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,300,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1550,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,900,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,960,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,940,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,2000,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,800,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,750,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,350,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,500,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,950,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,1450,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,400,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4,3200,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,600,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,740,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
4,3000,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2,650,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2,1000,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2,1100,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2,1200,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,600,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1120,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
